tradeId,serverId,tradeDate,ticket,login,accountId,group,side,lots,contractSize,realQuantity,USDQuantity,stdSymbol,trdSymbol,price,commission,commission_agent,profit,openTime,openPrice,closeTime,closePrice,taxes,swap,type,tp,sl,comment,reason,timestamp,month,pushed,competitionId,inserted,updated,Duration,OpenTimeShort,CloseTimeShort,profitString,StartingBalance,Username,CustomerId,ShortTimestamp,ShortOpenTime,ShortCloseTime,HoldTimeSecs,NetProfit,NetTotalProfit,Phase
100927,1000,20240327,33603366,536570,1940,,SELL,0.250000,100000,0,31582.500000,GBPUSD,GBP/USD,1.263290,-1.750000,0.000000,10.250000,2024-03-27 09:17:25.774216,1.263650,2024-03-27 17:03:20.794000,1.263290,0.0000000000,0.0000000000,C,0.000000,0.000000,NA,,2024-03-27 12:03:20.823956,202403,0,,03/27/2024 12:03:20,03/27/2024 12:03:20,0,2024-03-27 09:17:25.774216,2024-03-27 17:03:20.794000,,0,,,2024-03-27 12:03:20,2024-03-27 09:17:25,2024-03-27 17:03:20,0,8.5000000000,,0
100311,1000,20240327,32565259,536570,1940,,SELL,0.200000,100000,0,13056.800000,AUDCAD,AUD/CAD,0.887410,-1.400000,0.000000,22.360000,2024-03-26 09:25:15.507149,0.888990,2024-03-27 07:01:07.400000,0.887410,0.0000000000,0.0000000000,C,0.000000,0.000000,NA,,2024-03-27 02:01:07.452769,202403,0,,03/27/2024 02:01:07,03/27/2024 02:01:07,0,2024-03-26 09:25:15.507149,2024-03-27 07:01:07.400000,,0,,,2024-03-27 02:01:07,2024-03-26 09:25:15,2024-03-27 07:01:07,0,20.9600000000,,0
100309,1000,20240327,32564143,536570,1940,,SELL,0.050000,100000,0,3264.200000,AUDCAD,AUD/CAD,0.887400,-0.350000,0.000000,3.230000,2024-03-26 06:43:06.853984,0.888280,2024-03-27 07:00:51.838000,0.887400,0.0000000000,0.0000000000,C,0.000000,0.000000,NA,,2024-03-27 02:00:51.884281,202403,0,,03/27/2024 02:00:51,03/27/2024 02:00:51,0,2024-03-26 06:43:06.853984,2024-03-27 07:00:51.838000,,0,,,2024-03-27 02:00:51,2024-03-26 06:43:06,2024-03-27 07:00:51,0,2.8800000000,,0
100229,1000,20240327,32335911,536570,1940,,SELL,0.200000,100000,0,13072.600000,AUDCAD,AUD/CAD,0.887820,-1.400000,0.000000,16.340000,2024-03-26 09:25:15.507149,0.888990,2024-03-26 23:46:10.742000,0.887820,0.0000000000,0.0000000000,C,0.000000,0.000000,NA,,2024-03-26 18:46:10.761405,202403,0,,03/26/2024 18:46:10,03/26/2024 18:46:10,0,2024-03-26 09:25:15.507149,2024-03-26 23:46:10.742000,,0,,,2024-03-26 18:46:10,2024-03-26 09:25:15,2024-03-26 23:46:10,0,14.9400000000,,0
100228,1000,20240327,32335233,536570,1940,,SELL,0.050000,100000,0,3268.300000,AUDCAD,AUD/CAD,0.887830,-0.350000,0.000000,1.650000,2024-03-26 06:43:06.853984,0.888280,2024-03-26 23:45:47.503000,0.887830,0.0000000000,0.0000000000,C,0.000000,0.000000,NA,,2024-03-26 18:45:47.524275,202403,0,,03/26/2024 18:45:47,03/26/2024 18:45:47,0,2024-03-26 06:43:06.853984,2024-03-26 23:45:47.503000,,0,,,2024-03-26 18:45:47,2024-03-26 06:43:06,2024-03-26 23:45:47,0,1.3000000000,,0
99896,1000,20240326,31531737,536570,1940,,BUY,0.010000,100000,0,1264.140000,GBPUSD,GBP/USD,1.264120,-0.070000,0.000000,0.020000,2024-03-26 12:46:00.827924,1.264100,2024-03-26 12:46:39.706000,1.264120,0.0000000000,0.0000000000,C,0.000000,0.000000,NA,,2024-03-26 07:46:39.723272,202403,0,,03/26/2024 07:46:39,03/26/2024 07:46:39,0,2024-03-26 12:46:00.827924,2024-03-26 12:46:39.706000,,0,,,2024-03-26 07:46:39,2024-03-26 12:46:00,2024-03-26 12:46:39,0,-0.0500000000,,0
